VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
1056, 227, 0.06203, 0.40547, -0.14195, -0.97607, -0.12952, 0.17358, 0.00, -0.19519, 0.17859, -0.96436, -1.00, 0.70703, 0.77637, 0.3746, 0.97434
1057, 234, 0.06025, 0.41168, -0.17395, -0.99268, -0.1192, -0.01723, 0.00, 0.00, 0.13538, -0.99072, -1.00, 0.72559, 0.77686, 0.36345, 0.97363
1058, 230, 0.07056, 0.38843, -0.16245, -0.84619, -0.52979, -0.05493, 0.00, -0.03699, 0.16138, -0.98633, -1.00, 0.7168, 0.76416, 0.3684, 0.98221
1059, 195, 0.06621, 0.4575, -0.15445, -0.93994, 0.21252, 0.26758, 0.00, -0.22803, 0.1936, -0.9541, -1.00, 0.71777, 0.80225, 0.36864, 0.95645
1060, 234, 0.06025, 0.41168, -0.17395, -0.99268, -0.1192, -0.01723, 0.00, 0.00, 0.13538, -0.99072, -1.00, 0.72559, 0.77686, 0.36345, 0.97363
1061, 227, 0.06203, 0.40547, -0.14195, -0.97607, -0.12952, 0.17358, 0.00, -0.19519, 0.17859, -0.96436, -1.00, 0.70703, 0.77637, 0.3746, 0.97434
1062, 235, 0.06835, 0.39079, -0.18581, -0.84668, -0.52881, -0.06216, 0.00, 0.00132, 0.11469, -0.99316, -1.00, 0.73047, 0.76416, 0.36014, 0.982
1063, 231, 0.08441, 0.3726, -0.15536, -0.77295, -0.60547, -0.18835, 0.00, 0.03117, 0.2605, -0.96484, -1.00, 0.71094, 0.75342, 0.37172, 0.98944
1064, 230, 0.07056, 0.38843, -0.16245, -0.84619, -0.52979, -0.05493, 0.00, -0.03699, 0.16138, -0.98633, -1.00, 0.7168, 0.76416, 0.3684, 0.98221
1065, 235, 0.06835, 0.39079, -0.18581, -0.84668, -0.52881, -0.06216, 0.00, 0.00132, 0.11469, -0.99316, -1.00, 0.73047, 0.76416, 0.36014, 0.982
1066, 230, 0.07056, 0.38843, -0.16245, -0.84619, -0.52979, -0.05493, 0.00, -0.03699, 0.16138, -0.98633, -1.00, 0.7168, 0.76416, 0.3684, 0.98221
1067, 234, 0.06025, 0.41168, -0.17395, -0.99268, -0.1192, -0.01723, 0.00, 0.00, 0.13538, -0.99072, -1.00, 0.72559, 0.77686, 0.36345, 0.97363
1068, 231, 0.08441, 0.3726, -0.15536, -0.77295, -0.60547, -0.18835, 0.00, 0.03117, 0.2605, -0.96484, -1.00, 0.71094, 0.75342, 0.37172, 0.98944
1069, 236, 0.08099, 0.3776, -0.17739, -0.77148, -0.63623, -0.00939, 0.00, -0.06128, 0.08893, -0.99414, -1.00, 0.72461, 0.75537, 0.36369, 0.98826
1070, 233, 0.08936, 0.36661, -0.17888, -0.83447, -0.55078, 0.0174, 0.00, -0.07623, 0.08411, -0.99365, -1.00, 0.72461, 0.74756, 0.36364, 0.99334
1071, 235, 0.06835, 0.39079, -0.18581, -0.84668, -0.52881, -0.06216, 0.00, 0.00132, 0.11469, -0.99316, -1.00, 0.73047, 0.76416, 0.36014, 0.982
1072, 236, 0.08099, 0.3776, -0.17739, -0.77148, -0.63623, -0.00939, 0.00, -0.06128, 0.08893, -0.99414, -1.00, 0.72461, 0.75537, 0.36369, 0.98826
1073, 231, 0.08441, 0.3726, -0.15536, -0.77295, -0.60547, -0.18835, 0.00, 0.03117, 0.2605, -0.96484, -1.00, 0.71094, 0.75342, 0.37172, 0.98944
1074, 236, 0.08099, 0.3776, -0.17739, -0.77148, -0.63623, -0.00939, 0.00, -0.06128, 0.08893, -0.99414, -1.00, 0.72461, 0.75537, 0.36369, 0.98826
1075, 237, 0.08588, 0.36666, -0.19416, -0.95654, -0.27539, 0.09644, 0.00, -0.10773, 0.02608, -0.99365, -1.00, 0.73389, 0.74756, 0.358, 0.9933
1076, 233, 0.08936, 0.36661, -0.17888, -0.83447, -0.55078, 0.0174, 0.00, -0.07623, 0.08411, -0.99365, -1.00, 0.72461, 0.74756, 0.36364, 0.99334
1077, 236, 0.08099, 0.3776, -0.17739, -0.77148, -0.63623, -0.00939, 0.00, -0.06128, 0.08893, -0.99414, -1.00, 0.72461, 0.75537, 0.36369, 0.98826
1078, 238, 0.08456, 0.37505, -0.19453, -0.8916, -0.45142, 0.03317, 0.00, -0.06775, 0.06061, -0.99609, -1.00, 0.73438, 0.75244, 0.3577, 0.99024
1079, 237, 0.08588, 0.36666, -0.19416, -0.95654, -0.27539, 0.09644, 0.00, -0.10773, 0.02608, -0.99365, -1.00, 0.73389, 0.74756, 0.358, 0.9933
1080, 235, 0.06835, 0.39079, -0.18581, -0.84668, -0.52881, -0.06216, 0.00, 0.00132, 0.11469, -0.99316, -1.00, 0.73047, 0.76416, 0.36014, 0.982
1081, 238, 0.08456, 0.37505, -0.19453, -0.8916, -0.45142, 0.03317, 0.00, -0.06775, 0.06061, -0.99609, -1.00, 0.73438, 0.75244, 0.3577, 0.99024
1082, 236, 0.08099, 0.3776, -0.17739, -0.77148, -0.63623, -0.00939, 0.00, -0.06128, 0.08893, -0.99414, -1.00, 0.72461, 0.75537, 0.36369, 0.98826
1083, 238, 0.08456, 0.37505, -0.19453, -0.8916, -0.45142, 0.03317, 0.00, -0.06775, 0.06061, -0.99609, -1.00, 0.73438, 0.75244, 0.3577, 0.99024
1084, 239, 0.08293, 0.36664, -0.20806, -0.99756, -0.05496, 0.04584, 0.00, -0.0495, 0.06738, -0.99658, -1.00, 0.74219, 0.74756, 0.35309, 0.99318
1085, 237, 0.08588, 0.36666, -0.19416, -0.95654, -0.27539, 0.09644, 0.00, -0.10773, 0.02608, -0.99365, -1.00, 0.73389, 0.74756, 0.358, 0.9933
1086, 234, 0.06025, 0.41168, -0.17395, -0.99268, -0.1192, -0.01723, 0.00, 0.00, 0.13538, -0.99072, -1.00, 0.72559, 0.77686, 0.36345, 0.97363
1087, 240, 0.07086, 0.39369, -0.21008, -0.86377, -0.48657, -0.1322, 0.00, 0.07227, 0.14001, -0.9873, -1.00, 0.74512, 0.76416, 0.35153, 0.98219
1088, 235, 0.06835, 0.39079, -0.18581, -0.84668, -0.52881, -0.06216, 0.00, 0.00132, 0.11469, -0.99316, -1.00, 0.73047, 0.76416, 0.36014, 0.982
1089, 235, 0.06835, 0.39079, -0.18581, -0.84668, -0.52881, -0.06216, 0.00, 0.00132, 0.11469, -0.99316, -1.00, 0.73047, 0.76416, 0.36014, 0.982
1090, 240, 0.07086, 0.39369, -0.21008, -0.86377, -0.48657, -0.1322, 0.00, 0.07227, 0.14001, -0.9873, -1.00, 0.74512, 0.76416, 0.35153, 0.98219
1091, 238, 0.08456, 0.37505, -0.19453, -0.8916, -0.45142, 0.03317, 0.00, -0.06775, 0.06061, -0.99609, -1.00, 0.73438, 0.75244, 0.3577, 0.99024
1092, 238, 0.08456, 0.37505, -0.19453, -0.8916, -0.45142, 0.03317, 0.00, -0.06775, 0.06061, -0.99609, -1.00, 0.73438, 0.75244, 0.3577, 0.99024
1093, 241, 0.08265, 0.37617, -0.20944, -0.9502, -0.31079, -0.02679, 0.00, 0.00, 0.08875, -0.99609, -1.00, 0.74316, 0.75293, 0.35231, 0.98983
1094, 239, 0.08293, 0.36664, -0.20806, -0.99756, -0.05496, 0.04584, 0.00, -0.0495, 0.06738, -0.99658, -1.00, 0.74219, 0.74756, 0.35309, 0.99318
1095, 241, 0.08265, 0.37617, -0.20944, -0.9502, -0.31079, -0.02679, 0.00, 0.00, 0.08875, -0.99609, -1.00, 0.74316, 0.75293, 0.35231, 0.98983
1096, 238, 0.08456, 0.37505, -0.19453, -0.8916, -0.45142, 0.03317, 0.00, -0.06775, 0.06061, -0.99609, -1.00, 0.73438, 0.75244, 0.3577, 0.99024
1097, 240, 0.07086, 0.39369, -0.21008, -0.86377, -0.48657, -0.1322, 0.00, 0.07227, 0.14001, -0.9873, -1.00, 0.74512, 0.76416, 0.35153, 0.98219
1098, 242, 0.08558, 0.37037, -0.23401, -0.98535, -0.09772, -0.14014, 0.00, 0.12115, 0.17871, -0.97656, -1.00, 0.75684, 0.74756, 0.344, 0.99327
1099, 239, 0.08293, 0.36664, -0.20806, -0.99756, -0.05496, 0.04584, 0.00, -0.0495, 0.06738, -0.99658, -1.00, 0.74219, 0.74756, 0.35309, 0.99318
1100, 241, 0.08265, 0.37617, -0.20944, -0.9502, -0.31079, -0.02679, 0.00, 0.00, 0.08875, -0.99609, -1.00, 0.74316, 0.75293, 0.35231, 0.98983
1101, 242, 0.08558, 0.37037, -0.23401, -0.98535, -0.09772, -0.14014, 0.00, 0.12115, 0.17871, -0.97656, -1.00, 0.75684, 0.74756, 0.344, 0.99327
1102, 241, 0.08265, 0.37617, -0.20944, -0.9502, -0.31079, -0.02679, 0.00, 0.00, 0.08875, -0.99609, -1.00, 0.74316, 0.75293, 0.35231, 0.98983
1103, 243, 0.08538, 0.38012, -0.23366, -0.92871, -0.34131, -0.14648, 0.00, 0.0929, 0.16821, -0.98145, -1.00, 0.75781, 0.75293, 0.34359, 0.98978
1104, 243, 0.08538, 0.38012, -0.23366, -0.92871, -0.34131, -0.14648, 0.00, 0.0929, 0.16821, -0.98145, -1.00, 0.75781, 0.75293, 0.34359, 0.98978
1105, 241, 0.08265, 0.37617, -0.20944, -0.9502, -0.31079, -0.02679, 0.00, 0.00, 0.08875, -0.99609, -1.00, 0.74316, 0.75293, 0.35231, 0.98983
1106, 240, 0.07086, 0.39369, -0.21008, -0.86377, -0.48657, -0.1322, 0.00, 0.07227, 0.14001, -0.9873, -1.00, 0.74512, 0.76416, 0.35153, 0.98219
1107, 243, 0.08538, 0.38012, -0.23366, -0.92871, -0.34131, -0.14648, 0.00, 0.0929, 0.16821, -0.98145, -1.00, 0.75781, 0.75293, 0.34359, 0.98978
1108, 244, 0.08982, 0.37452, -0.25271, -0.93457, -0.22791, -0.27368, 0.00, 0.20715, 0.27734, -0.93799, -1.00, 0.76855, 0.74756, 0.33712, 0.99345
1109, 242, 0.08558, 0.37037, -0.23401, -0.98535, -0.09772, -0.14014, 0.00, 0.12115, 0.17871, -0.97656, -1.00, 0.75684, 0.74756, 0.344, 0.99327
1110, 195, 0.06621, 0.4575, -0.15445, -0.93994, 0.21252, 0.26758, 0.00, -0.22803, 0.1936, -0.9541, -1.00, 0.71777, 0.80225, 0.36864, 0.95645
1111, 245, 0.06396, 0.41481, -0.22974, -0.96484, -0.25977, -0.03674, 0.00, 0.0097, 0.10468, -0.99463, -1.00, 0.75781, 0.77441, 0.34391, 0.97475
1112, 234, 0.06025, 0.41168, -0.17395, -0.99268, -0.1192, -0.01723, 0.00, 0.00, 0.13538, -0.99072, -1.00, 0.72559, 0.77686, 0.36345, 0.97363
1113, 234, 0.06025, 0.41168, -0.17395, -0.99268, -0.1192, -0.01723, 0.00, 0.00, 0.13538, -0.99072, -1.00, 0.72559, 0.77686, 0.36345, 0.97363
1114, 245, 0.06396, 0.41481, -0.22974, -0.96484, -0.25977, -0.03674, 0.00, 0.0097, 0.10468, -0.99463, -1.00, 0.75781, 0.77441, 0.34391, 0.97475
1115, 240, 0.07086, 0.39369, -0.21008, -0.86377, -0.48657, -0.1322, 0.00, 0.07227, 0.14001, -0.9873, -1.00, 0.74512, 0.76416, 0.35153, 0.98219
1116, 243, 0.08538, 0.38012, -0.23366, -0.92871, -0.34131, -0.14648, 0.00, 0.0929, 0.16821, -0.98145, -1.00, 0.75781, 0.75293, 0.34359, 0.98978
1117, 240, 0.07086, 0.39369, -0.21008, -0.86377, -0.48657, -0.1322, 0.00, 0.07227, 0.14001, -0.9873, -1.00, 0.74512, 0.76416, 0.35153, 0.98219
1118, 246, 0.07336, 0.3988, -0.23256, -0.83594, -0.53613, -0.1178, 0.00, 0.05154, 0.13696, -0.98926, -1.00, 0.75879, 0.76465, 0.34333, 0.98166
1119, 246, 0.07336, 0.3988, -0.23256, -0.83594, -0.53613, -0.1178, 0.00, 0.05154, 0.13696, -0.98926, -1.00, 0.75879, 0.76465, 0.34333, 0.98166
1120, 240, 0.07086, 0.39369, -0.21008, -0.86377, -0.48657, -0.1322, 0.00, 0.07227, 0.14001, -0.9873, -1.00, 0.74512, 0.76416, 0.35153, 0.98219
1121, 245, 0.06396, 0.41481, -0.22974, -0.96484, -0.25977, -0.03674, 0.00, 0.0097, 0.10468, -0.99463, -1.00, 0.75781, 0.77441, 0.34391, 0.97475
1122, 245, 0.06396, 0.41481, -0.22974, -0.96484, -0.25977, -0.03674, 0.00, 0.0097, 0.10468, -0.99463, -1.00, 0.75781, 0.77441, 0.34391, 0.97475
1123, 195, 0.06621, 0.4575, -0.15445, -0.93994, 0.21252, 0.26758, 0.00, -0.22803, 0.1936, -0.9541, -1.00, 0.71777, 0.80225, 0.36864, 0.95645
1124, 247, 0.06068, 0.46223, -0.21289, -0.99365, 0.09924, 0.05582, 0.00, -0.04749, 0.08441, -0.99512, -1.00, 0.75049, 0.80078, 0.34859, 0.95698
1125, 196, 0.08407, 0.51094, -0.1516, -0.83789, 0.39551, 0.37671, 0.00, -0.30786, 0.22791, -0.92383, -1.00, 0.71875, 0.83154, 0.36856, 0.93611
1126, 247, 0.06068, 0.46223, -0.21289, -0.99365, 0.09924, 0.05582, 0.00, -0.04749, 0.08441, -0.99512, -1.00, 0.75049, 0.80078, 0.34859, 0.95698
1127, 195, 0.06621, 0.4575, -0.15445, -0.93994, 0.21252, 0.26758, 0.00, -0.22803, 0.1936, -0.9541, -1.00, 0.71777, 0.80225, 0.36864, 0.95645
1128, 246, 0.07336, 0.3988, -0.23256, -0.83594, -0.53613, -0.1178, 0.00, 0.05154, 0.13696, -0.98926, -1.00, 0.75879, 0.76465, 0.34333, 0.98166
1129, 245, 0.06396, 0.41481, -0.22974, -0.96484, -0.25977, -0.03674, 0.00, 0.0097, 0.10468, -0.99463, -1.00, 0.75781, 0.77441, 0.34391, 0.97475
1130, 248, 0.06392, 0.41289, -0.25423, -0.94043, -0.34009, 0.00644, 0.00, -0.02554, 0.05173, -0.99854, -1.00, 0.77197, 0.77246, 0.33532, 0.97598
1131, 248, 0.06392, 0.41289, -0.25423, -0.94043, -0.34009, 0.00644, 0.00, -0.02554, 0.05173, -0.99854, -1.00, 0.77197, 0.77246, 0.33532, 0.97598
1132, 245, 0.06396, 0.41481, -0.22974, -0.96484, -0.25977, -0.03674, 0.00, 0.0097, 0.10468, -0.99463, -1.00, 0.75781, 0.77441, 0.34391, 0.97475
1133, 247, 0.06068, 0.46223, -0.21289, -0.99365, 0.09924, 0.05582, 0.00, -0.04749, 0.08441, -0.99512, -1.00, 0.75049, 0.80078, 0.34859, 0.95698
1134, 249, 0.0746, 0.39938, -0.25897, -0.77246, -0.6333, -0.04987, 0.00, -0.00448, 0.08392, -0.99658, -1.00, 0.77441, 0.76318, 0.33394, 0.98248
1135, 243, 0.08538, 0.38012, -0.23366, -0.92871, -0.34131, -0.14648, 0.00, 0.0929, 0.16821, -0.98145, -1.00, 0.75781, 0.75293, 0.34359, 0.98978
1136, 246, 0.07336, 0.3988, -0.23256, -0.83594, -0.53613, -0.1178, 0.00, 0.05154, 0.13696, -0.98926, -1.00, 0.75879, 0.76465, 0.34333, 0.98166
1137, 246, 0.07336, 0.3988, -0.23256, -0.83594, -0.53613, -0.1178, 0.00, 0.05154, 0.13696, -0.98926, -1.00, 0.75879, 0.76465, 0.34333, 0.98166
1138, 248, 0.06392, 0.41289, -0.25423, -0.94043, -0.34009, 0.00644, 0.00, -0.02554, 0.05173, -0.99854, -1.00, 0.77197, 0.77246, 0.33532, 0.97598
1139, 249, 0.0746, 0.39938, -0.25897, -0.77246, -0.6333, -0.04987, 0.00, -0.00448, 0.08392, -0.99658, -1.00, 0.77441, 0.76318, 0.33394, 0.98248
1140, 243, 0.08538, 0.38012, -0.23366, -0.92871, -0.34131, -0.14648, 0.00, 0.0929, 0.16821, -0.98145, -1.00, 0.75781, 0.75293, 0.34359, 0.98978
1141, 250, 0.08644, 0.38244, -0.25115, -0.87354, -0.41333, -0.25781, 0.00, 0.15906, 0.25806, -0.95313, -1.00, 0.76855, 0.75244, 0.33732, 0.99011
1142, 244, 0.08982, 0.37452, -0.25271, -0.93457, -0.22791, -0.27368, 0.00, 0.20715, 0.27734, -0.93799, -1.00, 0.76855, 0.74756, 0.33712, 0.99345
1143, 249, 0.0746, 0.39938, -0.25897, -0.77246, -0.6333, -0.04987, 0.00, -0.00448, 0.08392, -0.99658, -1.00, 0.77441, 0.76318, 0.33394, 0.98248
1144, 250, 0.08644, 0.38244, -0.25115, -0.87354, -0.41333, -0.25781, 0.00, 0.15906, 0.25806, -0.95313, -1.00, 0.76855, 0.75244, 0.33732, 0.99011
1145, 243, 0.08538, 0.38012, -0.23366, -0.92871, -0.34131, -0.14648, 0.00, 0.0929, 0.16821, -0.98145, -1.00, 0.75781, 0.75293, 0.34359, 0.98978
1146, 244, 0.08982, 0.37452, -0.25271, -0.93457, -0.22791, -0.27368, 0.00, 0.20715, 0.27734, -0.93799, -1.00, 0.76855, 0.74756, 0.33712, 0.99345
1147, 250, 0.08644, 0.38244, -0.25115, -0.87354, -0.41333, -0.25781, 0.00, 0.15906, 0.25806, -0.95313, -1.00, 0.76855, 0.75244, 0.33732, 0.99011
1148, 251, 0.09017, 0.38978, -0.26496, -0.78955, -0.60059, -0.12421, 0.00, 0.05426, 0.1333, -0.98975, -1.00, 0.77734, 0.75342, 0.33184, 0.9891
1149, 250, 0.08644, 0.38244, -0.25115, -0.87354, -0.41333, -0.25781, 0.00, 0.15906, 0.25806, -0.95313, -1.00, 0.76855, 0.75244, 0.33732, 0.99011
1150, 249, 0.0746, 0.39938, -0.25897, -0.77246, -0.6333, -0.04987, 0.00, -0.00448, 0.08392, -0.99658, -1.00, 0.77441, 0.76318, 0.33394, 0.98248
1151, 251, 0.09017, 0.38978, -0.26496, -0.78955, -0.60059, -0.12421, 0.00, 0.05426, 0.1333, -0.98975, -1.00, 0.77734, 0.75342, 0.33184, 0.9891
1152, 252, 0.08544, 0.38531, -0.2846, -0.80664, -0.56152, 0.18481, 0.00, -0.14258, -0.11859, -0.98242, -1.00, 0.78955, 0.75293, 0.32473, 0.98951
1153, 251, 0.09017, 0.38978, -0.26496, -0.78955, -0.60059, -0.12421, 0.00, 0.05426, 0.1333, -0.98975, -1.00, 0.77734, 0.75342, 0.33184, 0.9891
1154, 249, 0.0746, 0.39938, -0.25897, -0.77246, -0.6333, -0.04987, 0.00, -0.00448, 0.08392, -0.99658, -1.00, 0.77441, 0.76318, 0.33394, 0.98248
1155, 244, 0.08982, 0.37452, -0.25271, -0.93457, -0.22791, -0.27368, 0.00, 0.20715, 0.27734, -0.93799, -1.00, 0.76855, 0.74756, 0.33712, 0.99345
1156, 251, 0.09017, 0.38978, -0.26496, -0.78955, -0.60059, -0.12421, 0.00, 0.05426, 0.1333, -0.98975, -1.00, 0.77734, 0.75342, 0.33184, 0.9891
1157, 253, 0.09482, 0.37996, -0.26966, -0.89648, -0.44092, 0.04596, 0.00, -0.06195, 0.02193, -0.99805, -1.00, 0.77979, 0.74707, 0.33046, 0.9931
1158, 252, 0.08544, 0.38531, -0.2846, -0.80664, -0.56152, 0.18481, 0.00, -0.14258, -0.11859, -0.98242, -1.00, 0.78955, 0.75293, 0.32473, 0.98951
1159, 253, 0.09482, 0.37996, -0.26966, -0.89648, -0.44092, 0.04596, 0.00, -0.06195, 0.02193, -0.99805, -1.00, 0.77979, 0.74707, 0.33046, 0.9931
1160, 251, 0.09017, 0.38978, -0.26496, -0.78955, -0.60059, -0.12421, 0.00, 0.05426, 0.1333, -0.98975, -1.00, 0.77734, 0.75342, 0.33184, 0.9891
1161, 252, 0.08544, 0.38531, -0.2846, -0.80664, -0.56152, 0.18481, 0.00, -0.14258, -0.11859, -0.98242, -1.00, 0.78955, 0.75293, 0.32473, 0.98951
1162, 254, 0.08711, 0.37575, -0.2931, -0.95752, -0.2583, 0.12708, 0.00, -0.10638, -0.09271, -0.99023, -1.00, 0.79492, 0.74805, 0.32164, 0.993
1163, 253, 0.09482, 0.37996, -0.26966, -0.89648, -0.44092, 0.04596, 0.00, -0.06195, 0.02193, -0.99805, -1.00, 0.77979, 0.74707, 0.33046, 0.9931
1164, 255, 0.08598, 0.37536, -0.31251, -0.98584, -0.13049, 0.10651, 0.00, -0.10071, -0.0502, -0.99365, -1.00, 0.80615, 0.74805, 0.31475, 0.99314
1165, 254, 0.08711, 0.37575, -0.2931, -0.95752, -0.2583, 0.12708, 0.00, -0.10638, -0.09271, -0.99023, -1.00, 0.79492, 0.74805, 0.32164, 0.993
1166, 252, 0.08544, 0.38531, -0.2846, -0.80664, -0.56152, 0.18481, 0.00, -0.14258, -0.11859, -0.98242, -1.00, 0.78955, 0.75293, 0.32473, 0.98951
1167, 196, 0.08407, 0.51094, -0.1516, -0.83789, 0.39551, 0.37671, 0.00, -0.30786, 0.22791, -0.92383, -1.00, 0.71875, 0.83154, 0.36856, 0.93611
1168, 256, 0.07396, 0.51898, -0.21056, -0.90918, 0.41187, 0.06049, 0.00, -0.03815, 0.06223, -0.99756, -1.00, 0.75098, 0.83105, 0.34864, 0.93598
1169, 247, 0.06068, 0.46223, -0.21289, -0.99365, 0.09924, 0.05582, 0.00, -0.04749, 0.08441, -0.99512, -1.00, 0.75049, 0.80078, 0.34859, 0.95698
1170, 178, 0.12415, 0.57675, -0.15077, -0.71729, 0.57666, 0.39087, 0.00, -0.30762, 0.24109, -0.92041, -1.00, 0.71924, 0.87158, 0.36853, 0.90834
1171, 256, 0.07396, 0.51898, -0.21056, -0.90918, 0.41187, 0.06049, 0.00, -0.03815, 0.06223, -0.99756, -1.00, 0.75098, 0.83105, 0.34864, 0.93598
1172, 196, 0.08407, 0.51094, -0.1516, -0.83789, 0.39551, 0.37671, 0.00, -0.30786, 0.22791, -0.92383, -1.00, 0.71875, 0.83154, 0.36856, 0.93611
1173, 248, 0.06392, 0.41289, -0.25423, -0.94043, -0.34009, 0.00644, 0.00, -0.02554, 0.05173, -0.99854, -1.00, 0.77197, 0.77246, 0.33532, 0.97598
1174, 257, 0.07274, 0.40077, -0.28467, -0.77393, -0.63184, 0.04807, 0.00, -0.04407, -0.02202, -0.99902, -1.00, 0.78955, 0.76367, 0.32469, 0.98202
1175, 249, 0.0746, 0.39938, -0.25897, -0.77246, -0.6333, -0.04987, 0.00, -0.00448, 0.08392, -0.99658, -1.00, 0.77441, 0.76318, 0.33394, 0.98248
1176, 252, 0.08544, 0.38531, -0.2846, -0.80664, -0.56152, 0.18481, 0.00, -0.14258, -0.11859, -0.98242, -1.00, 0.78955, 0.75293, 0.32473, 0.98951
1177, 249, 0.0746, 0.39938, -0.25897, -0.77246, -0.6333, -0.04987, 0.00, -0.00448, 0.08392, -0.99658, -1.00, 0.77441, 0.76318, 0.33394, 0.98248
1178, 257, 0.07274, 0.40077, -0.28467, -0.77393, -0.63184, 0.04807, 0.00, -0.04407, -0.02202, -0.99902, -1.00, 0.78955, 0.76367, 0.32469, 0.98202
1179, 255, 0.08598, 0.37536, -0.31251, -0.98584, -0.13049, 0.10651, 0.00, -0.10071, -0.0502, -0.99365, -1.00, 0.80615, 0.74805, 0.31475, 0.99314
1180, 252, 0.08544, 0.38531, -0.2846, -0.80664, -0.56152, 0.18481, 0.00, -0.14258, -0.11859, -0.98242, -1.00, 0.78955, 0.75293, 0.32473, 0.98951
1181, 258, 0.08387, 0.38599, -0.32086, -0.9292, -0.35107, 0.11584, 0.00, -0.10034, -0.06207, -0.99316, -1.00, 0.81104, 0.75391, 0.31181, 0.98914
1182, 258, 0.08387, 0.38599, -0.32086, -0.9292, -0.35107, 0.11584, 0.00, -0.10034, -0.06207, -0.99316, -1.00, 0.81104, 0.75391, 0.31181, 0.98914
1183, 259, 0.08096, 0.37522, -0.33182, -0.97754, 0.17505, 0.11743, 0.00, -0.13391, -0.08539, -0.9873, -1.00, 0.81787, 0.74902, 0.30758, 0.99299
1184, 255, 0.08598, 0.37536, -0.31251, -0.98584, -0.13049, 0.10651, 0.00, -0.10071, -0.0502, -0.99365, -1.00, 0.80615, 0.74805, 0.31475, 0.99314
1185, 260, 0.07847, 0.37434, -0.35591, -0.96826, 0.25, 0.00722, 0.00, -0.01875, -0.04376, -0.99902, -1.00, 0.83203, 0.74951, 0.2989, 0.99288
1186, 259, 0.08096, 0.37522, -0.33182, -0.97754, 0.17505, 0.11743, 0.00, -0.13391, -0.08539, -0.9873, -1.00, 0.81787, 0.74902, 0.30758, 0.99299
1187, 258, 0.08387, 0.38599, -0.32086, -0.9292, -0.35107, 0.11584, 0.00, -0.10034, -0.06207, -0.99316, -1.00, 0.81104, 0.75391, 0.31181, 0.98914
1188, 248, 0.06392, 0.41289, -0.25423, -0.94043, -0.34009, 0.00644, 0.00, -0.02554, 0.05173, -0.99854, -1.00, 0.77197, 0.77246, 0.33532, 0.97598
1189, 247, 0.06068, 0.46223, -0.21289, -0.99365, 0.09924, 0.05582, 0.00, -0.04749, 0.08441, -0.99512, -1.00, 0.75049, 0.80078, 0.34859, 0.95698
1190, 261, 0.06109, 0.46713, -0.29101, -0.98584, 0.1676, -0.01357, 0.00, 0.01451, 0.00434, -1.00, -1.00, 0.79395, 0.80176, 0.32217, 0.95624
1191, 261, 0.06109, 0.46713, -0.29101, -0.98584, 0.1676, -0.01357, 0.00, 0.01451, 0.00434, -1.00, -1.00, 0.79395, 0.80176, 0.32217, 0.95624
1192, 247, 0.06068, 0.46223, -0.21289, -0.99365, 0.09924, 0.05582, 0.00, -0.04749, 0.08441, -0.99512, -1.00, 0.75049, 0.80078, 0.34859, 0.95698
1193, 256, 0.07396, 0.51898, -0.21056, -0.90918, 0.41187, 0.06049, 0.00, -0.03815, 0.06223, -0.99756, -1.00, 0.75098, 0.83105, 0.34864, 0.93598
1194, 178, 0.12415, 0.57675, -0.15077, -0.71729, 0.57666, 0.39087, 0.00, -0.30762, 0.24109, -0.92041, -1.00, 0.71924, 0.87158, 0.36853, 0.90834
1195, 262, 0.11552, 0.5832, -0.21245, -0.7749, 0.62891, 0.06372, 0.00, -0.04196, 0.04944, -0.99805, -1.00, 0.75293, 0.87109, 0.3479, 0.9085
1196, 256, 0.07396, 0.51898, -0.21056, -0.90918, 0.41187, 0.06049, 0.00, -0.03815, 0.06223, -0.99756, -1.00, 0.75098, 0.83105, 0.34864, 0.93598
1197, 174, 0.17517, 0.6244, -0.1535, -0.63281, 0.70752, 0.3147, 0.00, -0.24414, 0.20337, -0.94824, -1.00, 0.71924, 0.9082, 0.36833, 0.88305
1198, 262, 0.11552, 0.5832, -0.21245, -0.7749, 0.62891, 0.06372, 0.00, -0.04196, 0.04944, -0.99805, -1.00, 0.75293, 0.87109, 0.3479, 0.9085
1199, 178, 0.12415, 0.57675, -0.15077, -0.71729, 0.57666, 0.39087, 0.00, -0.30762, 0.24109, -0.92041, -1.00, 0.71924, 0.87158, 0.36853, 0.90834
1200, 263, 0.06972, 0.4013, -0.33262, -0.84229, -0.53906, 0.017, 0.00, 0.00172, -0.03418, -0.99951, -1.00, 0.81787, 0.76514, 0.30759, 0.9815
1201, 252, 0.08544, 0.38531, -0.2846, -0.80664, -0.56152, 0.18481, 0.00, -0.14258, -0.11859, -0.98242, -1.00, 0.78955, 0.75293, 0.32473, 0.98951
1202, 257, 0.07274, 0.40077, -0.28467, -0.77393, -0.63184, 0.04807, 0.00, -0.04407, -0.02202, -0.99902, -1.00, 0.78955, 0.76367, 0.32469, 0.98202
